Game_Index,Date,Visitor,Game No V,Goals V,H_Status_V,Home,Game No H,Goals H,H_Status_H,Win Type,Att.,LoG,Result Visitor,Pts Visitor,Result Home,Pts Home
460,9/12/2018,Philadelphia Flyers,28,1,0,Winnipeg Jets,29,7,1,-,"15,321",2:38,0,0,1,2
461,10/12/2018,Los Angeles Kings,31,1,0,Detroit Red Wings,31,3,1,-,"18,322",2:24,0,0,1,2
462,10/12/2018,Pittsburgh Penguins,29,2,0,New York Islanders,29,1,1,SO,"13,917",2:43,1,2,0,1
463,10/12/2018,New Jersey Devils,29,2,0,San Jose Sharks,32,5,1,-,"17,097",2:28,0,0,1,2
464,10/12/2018,New York Rangers,30,3,0,Tampa Bay Lightning,32,6,1,-,"19,092",2:33,0,0,1,2
465,11/12/2018,Arizona Coyotes,29,3,0,Boston Bruins,31,4,1,-,"17,565",2:35,0,0,1,2
466,11/12/2018,Los Angeles Kings,32,3,0,Buffalo Sabres,31,4,1,OT,"17,897",2:50,0,1,1,2
467,11/12/2018,Toronto Maple Leafs,31,4,0,Carolina Hurricanes,29,1,1,-,"11,907",2:21,1,2,0,0
468,11/12/2018,Vancouver Canucks,33,3,0,Columbus Blue Jackets,30,2,1,-,"14,689",2:28,1,2,0,0
469,11/12/2018,Edmonton Oilers,31,6,0,Colorado Avalanche,31,4,1,-,"15,809",2:36,1,2,0,0
470,11/12/2018,Montreal Canadiens,31,1,0,Minnesota Wild,30,7,1,-,"18,681",2:24,0,0,1,2
471,11/12/2018,Ottawa Senators,32,1,0,Nashville Predators,31,3,1,-,"17,162",2:24,0,0,1,2
472,11/12/2018,Florida Panthers,29,3,0,St. Louis Blues,29,4,1,-,"16,255",2:38,0,0,1,2
473,11/12/2018,Chicago Blackhawks,32,3,0,Winnipeg Jets,30,6,1,-,"15,321",2:23,0,0,1,2
474,11/12/2018,Detroit Red Wings,32,2,0,Washington Capitals,30,6,1,-,"18,506",2:35,0,0,1,2
475,12/12/2018,Dallas Stars,31,3,0,Anaheim Ducks,33,6,1,-,"16,810",2:32,0,0,1,2
476,12/12/2018,Philadelphia Flyers,29,5,0,Calgary Flames,32,6,1,OT,"17,763",2:31,0,1,1,2
477,12/12/2018,Pittsburgh Penguins,30,3,0,Chicago Blackhawks,33,6,1,-,"21,232",2:28,0,0,1,2
478,12/12/2018,Vegas Golden Knights,33,3,0,New York Islanders,30,2,1,-,"9,182",2:39,1,2,0,0
479,13/12/2018,Arizona Coyotes,30,1,0,Buffalo Sabres,32,3,1,-,"16,872",2:33,0,0,1,2
480,13/12/2018,Los Angeles Kings,33,1,0,Columbus Blue Jackets,31,4,1,-,"15,087",2:30,0,0,1,2
481,13/12/2018,Florida Panthers,30,1,0,Minnesota Wild,31,5,1,-,"18,714",2:32,0,0,1,2
482,13/12/2018,Carolina Hurricanes,30,4,0,Montreal Canadiens,32,6,1,-,"20,407",2:33,0,0,1,2
483,13/12/2018,Vancouver Canucks,34,3,0,Nashville Predators,32,4,1,OT,"17,206",2:41,0,1,1,2
484,13/12/2018,Dallas Stars,32,2,0,San Jose Sharks,33,3,1,-,"17,185",2:30,0,0,1,2
485,13/12/2018,Toronto Maple Leafs,32,1,0,Tampa Bay Lightning,33,4,1,-,"19,092",2:39,0,0,1,2
486,13/12/2018,Edmonton Oilers,32,4,0,Winnipeg Jets,31,5,1,OT,"15,321",2:35,0,1,1,2
487,14/12/2018,Washington Capitals,31,6,0,Carolina Hurricanes,31,5,1,SO,"14,446",2:45,1,2,0,1
488,14/12/2018,Winnipeg Jets,32,4,0,Chicago Blackhawks,34,3,1,OT,"21,235",2:33,1,2,0,1
489,14/12/2018,Ottawa Senators,33,4,0,Detroit Red Wings,33,2,1,-,"18,330",2:32,1,2,0,0
490,14/12/2018,Philadelphia Flyers,30,1,0,Edmonton Oilers,33,4,1,-,"18,347",2:24,0,0,1,2
491,14/12/2018,Vegas Golden Knights,34,4,0,New Jersey Devils,30,5,1,OT,"14,076",2:31,0,1,1,2
492,14/12/2018,Arizona Coyotes,31,4,0,New York Rangers,31,3,1,OT,"17,441",2:33,1,2,0,1
493,14/12/2018,Boston Bruins,32,3,0,Pittsburgh Penguins,31,5,1,-,"18,549",2:32,0,0,1,2
494,14/12/2018,Colorado Avalanche,32,3,0,St. Louis Blues,30,4,1,OT,"16,366",2:39,0,1,1,2
495,15/12/2018,Anaheim Ducks,34,2,0,Columbus Blue Jackets,32,1,1,OT,"16,171",2:33,1,2,0,1
496,15/12/2018,Dallas Stars,33,4,0,Colorado Avalanche,33,6,1,-,"17,626",2:54,0,0,1,2
497,15/12/2018,Toronto Maple Leafs,33,3,0,Florida Panthers,31,4,1,OT,"14,177",2:48,0,1,1,2
498,15/12/2018,Calgary Flames,33,2,0,Minnesota Wild,32,1,1,-,"18,882",2:25,1,2,0,0
499,15/12/2018,Ottawa Senators,34,2,0,Montreal Canadiens,33,5,1,-,"21,302",2:33,0,0,1,2
500,15/12/2018,New Jersey Devils,31,1,0,Nashville Predators,33,2,1,SO,"17,446",2:57,0,1,1,2
501,15/12/2018,Detroit Red Wings,34,3,0,New York Islanders,31,4,1,SO,"13,917",2:47,0,1,1,2
502,15/12/2018,Los Angeles Kings,34,3,0,Pittsburgh Penguins,32,4,1,OT,"18,627",2:32,0,1,1,2
503,15/12/2018,Philadelphia Flyers,31,1,0,Vancouver Canucks,35,5,1,-,"17,238",2:23,0,0,1,2
504,15/12/2018,Buffalo Sabres,33,3,0,Washington Capitals,32,4,1,SO,"18,506",2:43,0,1,1,2
505,16/12/2018,Buffalo Sabres,34,4,0,Boston Bruins,33,2,1,-,"17,565",2:34,1,2,0,0
506,16/12/2018,Arizona Coyotes,32,0,0,Carolina Hurricanes,32,3,1,-,"13,051",2:25,0,0,1,2
507,16/12/2018,San Jose Sharks,34,7,0,Chicago Blackhawks,35,3,1,-,"21,237",2:26,1,2,0,0
508,16/12/2018,Vegas Golden Knights,35,4,0,New York Rangers,32,3,1,OT,"17,660",2:38,1,2,0,1
509,16/12/2018,Calgary Flames,34,7,0,St. Louis Blues,31,2,1,-,"17,064",2:26,1,2,0,0
510,16/12/2018,Edmonton Oilers,34,2,0,Vancouver Canucks,36,4,1,-,"18,036",2:23,0,0,1,2
511,16/12/2018,Tampa Bay Lightning,34,4,0,Winnipeg Jets,33,5,1,OT,"15,321",2:38,0,1,1,2
512,17/12/2018,Vegas Golden Knights,36,0,0,Columbus Blue Jackets,33,1,1,-,"15,008",2:21,0,0,1,2
513,17/12/2018,New York Islanders,32,4,0,Colorado Avalanche,34,1,1,-,"15,066",2:29,1,2,0,0
514,17/12/2018,Boston Bruins,34,4,0,Montreal Canadiens,34,0,1,-,"21,302",2:22,1,2,0,0
515,17/12/2018,Nashville Predators,34,3,0,Ottawa Senators,35,4,1,OT,"14,492",2:37,0,1,1,2
516,17/12/2018,Anaheim Ducks,35,4,0,Pittsburgh Penguins,33,2,1,-,"18,575",2:23,1,2,0,0
517,18/12/2018,New York Islanders,33,3,0,Arizona Coyotes,33,1,1,-,"11,640",2:25,1,2,0,0
518,18/12/2018,Florida Panthers,32,5,0,Buffalo Sabres,35,2,1,-,"17,602",2:27,1,2,0,0
519,18/12/2018,Nashville Predators,35,1,0,Chicago Blackhawks,36,2,1,-,"21,223",2:29,0,0,1,2
520,18/12/2018,Calgary Flames,35,0,0,Dallas Stars,34,2,1,-,"18,127",2:32,0,0,1,2
521,18/12/2018,St. Louis Blues,32,4,0,Edmonton Oilers,35,1,1,-,"18,347",2:33,1,2,0,0
522,18/12/2018,Winnipeg Jets,34,1,0,Los Angeles Kings,35,4,1,-,"17,405",2:30,0,0,1,2
523,18/12/2018,San Jose Sharks,35,4,0,Minnesota Wild,33,0,1,-,"18,870",2:23,1,2,0,0
524,18/12/2018,Toronto Maple Leafs,34,7,0,New Jersey Devils,32,2,1,-,"14,586",2:30,1,2,0,0
525,18/12/2018,Anaheim Ducks,36,1,0,New York Rangers,33,3,1,-,"17,590",2:27,0,0,1,2
526,18/12/2018,Detroit Red Wings,35,2,0,Philadelphia Flyers,32,3,1,-,"19,255",2:30,0,0,1,2
527,18/12/2018,Tampa Bay Lightning,35,5,0,Vancouver Canucks,37,2,1,-,"17,193",2:42,1,2,0,0
528,19/12/2018,Montreal Canadiens,35,1,0,Colorado Avalanche,35,2,1,-,"15,469",2:32,0,0,1,2
529,19/12/2018,Pittsburgh Penguins,34,2,0,Washington Capitals,33,1,1,-,"18,506",2:34,1,2,0,0
530,20/12/2018,Montreal Canadiens,36,2,0,Arizona Coyotes,34,1,1,-,"11,149",2:29,1,2,0,0
531,20/12/2018,Anaheim Ducks,37,1,0,Boston Bruins,35,3,1,-,"17,565",2:30,0,0,1,2
532,20/12/2018,Detroit Red Wings,36,4,0,Carolina Hurricanes,33,1,1,-,"13,548",2:36,1,2,0,0
533,20/12/2018,New Jersey Devils,33,1,0,Columbus Blue Jackets,34,2,1,-,"15,595",2:30,0,0,1,2
534,20/12/2018,Tampa Bay Lightning,36,5,0,Calgary Flames,36,4,1,SO,"19,289",2:50,1,2,0,1
535,20/12/2018,Chicago Blackhawks,37,5,0,Dallas Stars,35,2,1,-,"18,532",2:31,1,2,0,0
536,20/12/2018,Nashville Predators,36,1,0,Philadelphia Flyers,33,2,1,-,"19,142",2:23,0,0,1,2
537,20/12/2018,Minnesota Wild,34,1,0,Pittsburgh Penguins,35,2,1,-,"18,435",2:29,0,0,1,2
538,20/12/2018,Winnipeg Jets,35,5,0,San Jose Sharks,36,3,1,-,"17,213",2:29,1,2,0,0
539,20/12/2018,Florida Panthers,33,1,0,Toronto Maple Leafs,35,6,1,-,"19,329",2:31,0,0,1,2
540,20/12/2018,St. Louis Blues,33,1,0,Vancouver Canucks,38,5,1,-,"18,261",2:31,0,0,1,2
541,20/12/2018,New York Islanders,34,2,0,Vegas Golden Knights,37,4,1,-,"18,226",2:35,0,0,1,2
542,21/12/2018,Chicago Blackhawks,38,2,0,Colorado Avalanche,36,1,1,-,"17,850",2:26,1,2,0,0
543,21/12/2018,Ottawa Senators,36,2,0,New Jersey Devils,34,5,1,-,"14,614",2:38,0,0,1,2
544,21/12/2018,Buffalo Sabres,36,1,0,Washington Capitals,34,2,1,-,"18,506",2:27,0,0,1,2
545,22/12/2018,Colorado Avalanche,37,4,0,Arizona Coyotes,35,6,1,-,"13,896",2:35,0,0,1,2
546,22/12/2018,Nashville Predators,37,2,0,Boston Bruins,36,5,1,-,"17,565",2:33,0,0,1,2
547,22/12/2018,Anaheim Ducks,38,0,0,Buffalo Sabres,37,3,1,-,"19,070",2:33,0,0,1,2
548,22/12/2018,Pittsburgh Penguins,36,3,0,Carolina Hurricanes,34,0,1,-,"16,264",2:24,1,2,0,0
549,22/12/2018,St. Louis Blues,34,3,0,Calgary Flames,37,1,1,-,"18,683",2:23,1,2,0,0
550,22/12/2018,Florida Panthers,34,2,0,Detroit Red Wings,37,1,1,-,"19,515",2:28,1,2,0,0
551,22/12/2018,Tampa Bay Lightning,37,6,0,Edmonton Oilers,36,3,1,-,"18,347",2:39,1,2,0,0
552,22/12/2018,Dallas Stars,36,2,0,Minnesota Wild,35,1,1,OT,"19,074",2:40,1,2,0,1
553,22/12/2018,Washington Capitals,35,4,0,Ottawa Senators,37,0,1,-,"15,605",2:19,1,2,0,0
554,22/12/2018,Columbus Blue Jackets,35,4,0,Philadelphia Flyers,34,3,1,-,"19,311",2:26,1,2,0,0
555,22/12/2018,Los Angeles Kings,36,3,0,San Jose Sharks,37,2,1,OT,"17,562",2:35,1,2,0,1
556,22/12/2018,New York Rangers,34,3,0,Toronto Maple Leafs,36,5,1,-,"19,466",2:21,0,0,1,2
557,22/12/2018,Winnipeg Jets,36,1,0,Vancouver Canucks,39,0,1,-,"18,028",2:23,1,2,0,0
558,22/12/2018,Montreal Canadiens,37,4,0,Vegas Golden Knights,38,3,1,OT,"18,173",2:33,1,2,0,1
559,23/12/2018,Boston Bruins,37,3,0,Carolina Hurricanes,35,5,1,-,"17,491",2:37,0,0,1,2
560,23/12/2018,Florida Panthers,35,6,0,Chicago Blackhawks,39,3,1,-,"21,789",2:16,1,2,0,0
561,23/12/2018,New York Islanders,35,3,0,Dallas Stars,37,1,1,-,"18,031",2:26,1,2,0,0
562,23/12/2018,Columbus Blue Jackets,36,3,0,New Jersey Devils,35,0,1,-,"12,872",2:26,1,2,0,0
563,23/12/2018,Philadelphia Flyers,35,3,0,New York Rangers,35,2,1,SO,"17,515",2:43,1,2,0,1
564,23/12/2018,Arizona Coyotes,36,4,0,San Jose Sharks,38,3,1,SO,"17,325",2:38,1,2,0,1
565,23/12/2018,Detroit Red Wings,38,4,0,Toronto Maple Leafs,37,5,1,OT,"19,196",2:31,0,1,1,2
566,23/12/2018,Los Angeles Kings,37,4,0,Vegas Golden Knights,39,3,1,OT,"18,225",2:25,1,2,0,1
567,27/12/2018,New Jersey Devils,36,5,0,Boston Bruins,38,2,1,-,"17,565",2:31,1,2,0,0
568,27/12/2018,Minnesota Wild,36,2,0,Chicago Blackhawks,40,5,1,-,"21,735",2:36,0,0,1,2
569,27/12/2018,Vancouver Canucks,40,4,0,Edmonton Oilers,37,2,1,-,"18,347",2:27,1,2,0,0
570,27/12/2018,Arizona Coyotes,37,1,0,Los Angeles Kings,38,2,1,-,"18,230",2:30,0,0,1,2
571,27/12/2018,Dallas Stars,38,2,0,Nashville Predators,38,0,1,-,"17,697",2:37,1,2,0,0
572,27/12/2018,Columbus Blue Jackets,37,4,0,New York Rangers,36,3,1,OT,"18,006",2:29,1,2,0,1
573,27/12/2018,Detroit Red Wings,39,2,0,Pittsburgh Penguins,37,5,1,-,"18,639",2:28,0,0,1,2
574,27/12/2018,Anaheim Ducks,39,2,0,San Jose Sharks,39,4,1,-,"17,562",2:24,0,0,1,2
575,27/12/2018,Buffalo Sabres,38,1,0,St. Louis Blues,35,4,1,-,"17,867",2:21,0,0,1,2
576,27/12/2018,Philadelphia Flyers,36,5,0,Tampa Bay Lightning,38,6,1,OT,"19,092",2:41,0,1,1,2
577,27/12/2018,Colorado Avalanche,38,1,0,Vegas Golden Knights,40,2,1,-,"18,505",2:27,0,0,1,2
578,27/12/2018,Calgary Flames,38,4,0,Winnipeg Jets,37,1,1,-,"15,321",2:29,1,2,0,0
579,27/12/2018,Carolina Hurricanes,36,1,0,Washington Capitals,36,3,1,-,"18,506",2:29,0,0,1,2
580,28/12/2018,Toronto Maple Leafs,38,4,0,Columbus Blue Jackets,38,2,1,-,"18,963",2:24,1,2,0,0
581,28/12/2018,Montreal Canadiens,38,5,0,Florida Panthers,36,3,1,-,"19,512",2:24,1,2,0,0
582,28/12/2018,Ottawa Senators,38,3,0,New York Islanders,36,6,1,-,"13,434",2:35,0,0,1,2
583,29/12/2018,Arizona Coyotes,38,5,0,Anaheim Ducks,40,4,1,OT,"17,174",2:33,1,2,0,1
584,29/12/2018,Boston Bruins,39,3,0,Buffalo Sabres,39,2,1,OT,"19,070",2:29,1,2,0,1
585,29/12/2018,Vancouver Canucks,41,3,0,Calgary Flames,39,2,1,OT,"19,289",2:35,1,2,0,1
586,29/12/2018,Chicago Blackhawks,41,3,0,Colorado Avalanche,39,2,1,OT,"18,028",2:33,1,2,0,1
587,29/12/2018,Detroit Red Wings,40,1,0,Dallas Stars,39,5,1,-,"18,532",2:36,0,0,1,2
588,29/12/2018,San Jose Sharks,40,7,0,Edmonton Oilers,38,4,1,-,"18,347",2:29,1,2,0,0
589,29/12/2018,Philadelphia Flyers,37,1,0,Florida Panthers,37,2,1,-,"15,737",2:30,0,0,1,2
590,29/12/2018,Vegas Golden Knights,41,4,0,Los Angeles Kings,39,1,1,-,"18,230",2:28,1,2,0,0
591,29/12/2018,Carolina Hurricanes,37,0,0,New Jersey Devils,37,2,1,-,"16,514",2:36,0,0,1,2
592,29/12/2018,New York Rangers,37,4,0,Nashville Predators,39,3,1,-,"17,673",2:37,1,2,0,0
593,29/12/2018,Washington Capitals,37,3,0,Ottawa Senators,39,2,1,-,"16,808",2:30,1,2,0,0
594,29/12/2018,Pittsburgh Penguins,38,6,0,St. Louis Blues,36,1,1,-,"17,475",2:33,1,2,0,0
595,29/12/2018,Montreal Canadiens,39,5,0,Tampa Bay Lightning,39,6,1,-,"19,092",2:37,0,0,1,2
596,29/12/2018,New York Islanders,37,4,0,Toronto Maple Leafs,39,0,1,-,"19,514",2:29,1,2,0,0
597,29/12/2018,Minnesota Wild,37,3,0,Winnipeg Jets,38,1,1,-,"15,321",2:25,1,2,0,0
598,30/12/2018,Vegas Golden Knights,42,5,0,Arizona Coyotes,39,1,1,-,"17,125",2:31,1,2,0,0
599,31/12/2018,Tampa Bay Lightning,40,2,0,Anaheim Ducks,41,1,1,OT,"17,340",2:25,1,2,0,1
600,31/12/2018,New York Islanders,38,3,0,Buffalo Sabres,40,1,1,-,"19,070",2:26,1,2,0,0
601,31/12/2018,Philadelphia Flyers,38,1,0,Carolina Hurricanes,38,3,1,-,"16,644",2:27,0,0,1,2
602,31/12/2018,Ottawa Senators,40,3,0,Columbus Blue Jackets,39,6,1,-,"18,549",2:41,0,0,1,2
603,31/12/2018,San Jose Sharks,41,5,0,Calgary Flames,40,8,1,-,"19,289",2:43,0,0,1,2
604,31/12/2018,Los Angeles Kings,40,3,0,Colorado Avalanche,40,2,1,OT,"18,017",2:27,1,2,0,1
605,31/12/2018,Montreal Canadiens,40,3,0,Dallas Stars,40,2,1,OT,"18,532",2:29,1,2,0,1
606,31/12/2018,Florida Panthers,38,4,0,Detroit Red Wings,41,3,1,SO,"19,515",2:52,1,2,0,1
607,31/12/2018,Winnipeg Jets,39,4,0,Edmonton Oilers,39,3,1,-,"18,347",2:27,1,2,0,0
608,31/12/2018,Pittsburgh Penguins,39,3,0,Minnesota Wild,38,2,1,-,"19,163",2:29,1,2,0,0
609,31/12/2018,Vancouver Canucks,42,0,0,New Jersey Devils,38,4,1,-,"15,772",2:21,0,0,1,2
610,31/12/2018,New York Rangers,38,2,0,St. Louis Blues,37,1,1,-,"16,849",2:29,1,2,0,0
611,31/12/2018,Nashville Predators,40,6,0,Washington Capitals,38,3,1,-,"18,506",2:33,1,2,0,0
612,1/01/2019,Boston Bruins,40,4,0,Chicago Blackhawks,42,2,1,-,"76,126",2:37,1,2,0,0
613,1/01/2019,Philadelphia Flyers,39,0,0,Nashville Predators,41,4,1,-,"17,481",2:26,0,0,1,2
614,1/01/2019,Los Angeles Kings,41,0,0,Vegas Golden Knights,43,2,1,-,"18,319",2:23,0,0,1,2
615,2/01/2019,Edmonton Oilers,40,3,0,Arizona Coyotes,40,1,1,-,"12,583",2:24,1,2,0,0
616,2/01/2019,San Jose Sharks,42,5,0,Colorado Avalanche,41,4,1,-,"17,891",2:31,1,2,0,0
617,2/01/2019,New Jersey Devils,39,4,0,Dallas Stars,41,5,1,-,"18,133",2:29,0,0,1,2
618,2/01/2019,Calgary Flames,41,5,0,Detroit Red Wings,42,3,1,-,"19,515",2:36,1,2,0,0
619,2/01/2019,Pittsburgh Penguins,40,7,0,New York Rangers,39,2,1,-,"18,006",2:31,1,2,0,0
620,2/01/2019,Vancouver Canucks,43,4,0,Ottawa Senators,41,3,1,OT,"16,358",2:41,1,2,0,1
621,3/01/2019,Calgary Flames,42,4,0,Boston Bruins,41,6,1,-,"17,565",2:23,0,0,1,2
622,3/01/2019,Florida Panthers,39,3,0,Buffalo Sabres,41,4,1,-,"18,551",2:36,0,0,1,2
623,3/01/2019,Tampa Bay Lightning,41,6,0,Los Angeles Kings,42,2,1,-,"17,551",2:30,1,2,0,0
624,3/01/2019,Vancouver Canucks,44,0,0,Montreal Canadiens,41,2,1,-,"21,302",2:35,0,0,1,2
625,3/01/2019,Chicago Blackhawks,43,2,0,New York Islanders,39,3,1,OT,"13,454",2:33,0,1,1,2
626,3/01/2019,Carolina Hurricanes,39,5,0,Philadelphia Flyers,40,3,1,-,"18,718",2:41,1,2,0,0
627,3/01/2019,Washington Capitals,39,2,0,St. Louis Blues,38,5,1,-,"17,200",2:25,0,0,1,2
628,3/01/2019,Minnesota Wild,39,4,0,Toronto Maple Leafs,40,3,1,-,"19,244",2:35,1,2,0,0
629,4/01/2019,Vegas Golden Knights,44,3,0,Anaheim Ducks,42,2,1,-,"17,222",2:24,1,2,0,0
630,4/01/2019,New Jersey Devils,40,3,0,Arizona Coyotes,41,2,1,SO,"12,636",2:46,1,2,0,1
631,4/01/2019,Columbus Blue Jackets,40,2,0,Carolina Hurricanes,40,4,1,-,"15,346",2:21,0,0,1,2
632,4/01/2019,New York Rangers,40,1,0,Colorado Avalanche,42,6,1,-,"17,287",2:26,0,0,1,2
633,4/01/2019,Washington Capitals,40,1,0,Dallas Stars,42,2,1,OT,"18,532",2:32,0,1,1,2
634,4/01/2019,Nashville Predators,42,3,0,Detroit Red Wings,43,4,1,OT,"19,515",2:37,0,1,1,2
635,4/01/2019,Winnipeg Jets,40,0,0,Pittsburgh Penguins,41,4,1,-,"18,642",2:29,0,0,1,2
636,5/01/2019,Buffalo Sabres,42,1,0,Boston Bruins,42,2,1,-,"17,565",2:31,0,0,1,2
637,5/01/2019,Columbus Blue Jackets,41,4,0,Florida Panthers,40,3,1,OT,"15,213",2:27,1,2,0,1
638,5/01/2019,Edmonton Oilers,41,0,0,Los Angeles Kings,43,4,1,-,"18,230",2:29,0,0,1,2
639,5/01/2019,Nashville Predators,43,4,0,Montreal Canadiens,42,1,1,-,"21,302",2:29,1,2,0,0
640,5/01/2019,Minnesota Wild,40,4,0,Ottawa Senators,42,3,1,-,"14,124",2:29,1,2,0,0
641,5/01/2019,Calgary Flames,43,3,0,Philadelphia Flyers,41,2,1,OT,"19,236",2:31,1,2,0,1
642,5/01/2019,Tampa Bay Lightning,42,2,0,San Jose Sharks,43,5,1,-,"17,562",2:27,0,0,1,2
643,5/01/2019,New York Islanders,40,4,0,St. Louis Blues,39,3,1,-,"16,801",2:30,1,2,0,0
644,5/01/2019,Vancouver Canucks,45,0,0,Toronto Maple Leafs,41,5,1,-,"19,388",2:23,0,0,1,2
645,6/01/2019,Edmonton Oilers,42,4,0,Anaheim Ducks,43,0,1,-,"17,317",2:30,1,2,0,0
646,6/01/2019,New York Rangers,41,0,0,Arizona Coyotes,42,5,1,-,"12,396",2:18,0,0,1,2
647,6/01/2019,Washington Capitals,41,3,0,Detroit Red Wings,44,2,1,-,"19,515",2:30,1,2,0,0
648,6/01/2019,Carolina Hurricanes,41,5,0,Ottawa Senators,43,4,1,-,"12,924",2:22,1,2,0,0
649,6/01/2019,Chicago Blackhawks,44,5,0,Pittsburgh Penguins,42,3,1,-,"18,623",2:24,1,2,0,0
650,6/01/2019,New Jersey Devils,41,2,0,Vegas Golden Knights,45,3,1,-,"18,103",2:36,0,0,1,2
651,6/01/2019,Dallas Stars,43,1,0,Winnipeg Jets,41,5,1,-,"15,321",2:24,0,0,1,2
652,7/01/2019,Calgary Flames,44,4,0,Chicago Blackhawks,45,3,1,-,"21,036",2:26,1,2,0,0
653,7/01/2019,Minnesota Wild,41,1,0,Montreal Canadiens,43,0,1,-,"20,601",2:26,1,2,0,0
654,7/01/2019,St. Louis Blues,40,3,0,Philadelphia Flyers,42,0,1,-,"19,021",2:25,1,2,0,0
655,7/01/2019,Los Angeles Kings,44,1,0,San Jose Sharks,44,3,1,-,"15,447",2:20,0,0,1,2
656,7/01/2019,Nashville Predators,44,4,0,Toronto Maple Leafs,42,0,1,-,"19,059",2:22,1,2,0,0
657,8/01/2019,Minnesota Wild,42,0,0,Boston Bruins,43,4,1,-,"17,565",2:28,0,0,1,2
658,8/01/2019,New Jersey Devils,42,1,0,Buffalo Sabres,43,5,1,-,"18,212",2:30,0,0,1,2
659,8/01/2019,Montreal Canadiens,44,3,0,Detroit Red Wings,45,2,1,-,"18,898",2:30,1,2,0,0
660,8/01/2019,Carolina Hurricanes,42,4,0,New York Islanders,41,3,1,-,"13,769",2:26,1,2,0,0
661,8/01/2019,Florida Panthers,41,1,0,Pittsburgh Penguins,43,5,1,-,"18,526",2:29,0,0,1,2
662,8/01/2019,Edmonton Oilers,43,2,0,San Jose Sharks,45,7,1,-,"17,320",2:25,0,0,1,2
663,8/01/2019,Dallas Stars,44,3,0,St. Louis Blues,41,1,1,-,"17,037",2:23,1,2,0,0
664,8/01/2019,Columbus Blue Jackets,42,0,0,Tampa Bay Lightning,43,4,1,-,"19,092",2:21,0,0,1,2
665,8/01/2019,New York Rangers,42,2,0,Vegas Golden Knights,46,4,1,-,"18,249",2:43,0,0,1,2
666,8/01/2019,Colorado Avalanche,43,4,0,Winnipeg Jets,42,7,1,-,"15,321",2:22,0,0,1,2
667,8/01/2019,Philadelphia Flyers,43,3,0,Washington Capitals,42,5,1,-,"18,506",2:37,0,0,1,2
668,9/01/2019,Ottawa Senators,44,2,0,Anaheim Ducks,44,1,1,OT,"17,174",2:32,1,2,0,1
669,9/01/2019,Colorado Avalanche,44,3,0,Calgary Flames,45,5,1,-,"18,220",2:26,0,0,1,2
670,9/01/2019,Nashville Predators,45,4,0,Chicago Blackhawks,46,3,1,OT,"21,255",2:27,1,2,0,1
671,10/01/2019,Washington Capitals,43,4,0,Boston Bruins,44,2,1,-,"17,565",2:35,1,2,0,0
672,10/01/2019,Nashville Predators,46,3,0,Columbus Blue Jackets,43,4,1,OT,"17,065",2:35,0,1,1,2
673,10/01/2019,Florida Panthers,42,3,0,Edmonton Oilers,44,4,1,SO,"18,347",2:38,0,1,1,2
674,10/01/2019,Ottawa Senators,45,4,0,Los Angeles Kings,45,1,1,-,"17,713",2:31,1,2,0,0
675,10/01/2019,Winnipeg Jets,43,2,0,Minnesota Wild,43,3,1,-,"19,072",2:25,0,0,1,2
676,10/01/2019,Toronto Maple Leafs,43,4,0,New Jersey Devils,43,2,1,-,"15,280",2:34,1,2,0,0
677,10/01/2019,New York Islanders,42,4,0,New York Rangers,43,3,1,-,"17,938",2:32,1,2,0,0
678,10/01/2019,Dallas Stars,45,1,0,Philadelphia Flyers,44,2,1,-,"19,448",2:28,0,0,1,2
679,10/01/2019,Montreal Canadiens,45,1,0,St. Louis Blues,42,4,1,-,"17,839",2:28,0,0,1,2
680,10/01/2019,Carolina Hurricanes,43,1,0,Tampa Bay Lightning,44,3,1,-,"19,092",2:34,0,0,1,2
681,10/01/2019,Arizona Coyotes,43,4,0,Vancouver Canucks,46,3,1,OT,"18,527",2:33,1,2,0,1
682,10/01/2019,San Jose Sharks,46,3,0,Vegas Golden Knights,47,2,1,-,"18,367",2:28,1,2,0,0
683,11/01/2019,Pittsburgh Penguins,44,7,0,Anaheim Ducks,45,4,1,-,"17,473",2:25,1,2,0,0
684,11/01/2019,Buffalo Sabres,44,3,0,Carolina Hurricanes,44,4,1,-,"17,199",2:30,0,0,1,2
685,11/01/2019,Florida Panthers,43,3,0,Calgary Flames,46,4,1,-,"18,579",2:28,0,0,1,2
686,11/01/2019,Detroit Red Wings,46,2,0,Winnipeg Jets,44,4,1,-,"15,321",2:23,0,0,1,2
687,12/01/2019,Tampa Bay Lightning,45,5,0,Buffalo Sabres,45,3,1,-,"19,070",2:33,1,2,0,0
688,12/01/2019,Vegas Golden Knights,48,4,0,Chicago Blackhawks,47,3,1,OT,"21,760",2:31,1,2,0,1
689,12/01/2019,St. Louis Blues,43,3,0,Dallas Stars,46,1,1,-,"18,124",2:27,1,2,0,0
690,12/01/2019,Arizona Coyotes,44,3,0,Edmonton Oilers,45,2,1,-,"18,347",2:27,1,2,0,0
691,12/01/2019,Pittsburgh Penguins,45,2,0,Los Angeles Kings,46,5,1,-,"18,414",2:36,0,0,1,2
692,12/01/2019,Detroit Red Wings,47,5,0,Minnesota Wild,44,2,1,-,"19,087",2:28,1,2,0,0
